subscription,subscription_amount,visit_id
1.0,99.0,5555697406
1.0,141.0,5555697408
1.0,129.0,5555697409
1.0,112.0,5555697410
1.0,141.0,5555697411
1.0,150.0,5555697413
1.0,98.0,5555697416
1.0,150.0,5555697417
1.0,141.0,5555697420
1.0,103.0,5555697421
1.0,150.0,5555697428
1.0,150.0,5555697431
1.0,103.0,5555697436
1.0,111.0,5555697437
1.0,103.0,5555697438
1.0,150.0,5555697439
1.0,150.0,5555697441
1.0,48.0,5555697448
1.0,128.0,5555697449
1.0,103.0,5555697452
1.0,112.0,5555697453
1.0,150.0,5555697454
1.0,141.0,5555697456
1.0,112.0,5555697457
1.0,112.0,5555697458
1.0,122.0,5555697459
1.0,112.0,5555697463
1.0,150.0,5555697466
1.0,150.0,5555697468
1.0,145.0,5555697469
1.0,103.0,5555697470
1.0,100.0,5555697471
1.0,95.0,5555697476
1.0,106.0,5555697479
1.0,149.0,5555697480
1.0,103.0,5555697483
1.0,103.0,5555697487
1.0,100.0,5555697489
1.0,103.0,5555697497
1.0,128.0,5555697499
1.0,122.0,5555697500
1.0,112.0,5555697501
1.0,105.0,5555697505
1.0,121.0,5555697510
1.0,115.0,5555697513
1.0,98.0,5555697514
1.0,103.0,5555697518
1.0,119.0,5555697519
1.0,103.0,5555697520
1.0,142.0,5555697521
1.0,150.0,5555697524
1.0,103.0,5555697525
1.0,150.0,5555697526
1.0,109.0,5555697530
1.0,150.0,5555697534
1.0,112.0,5555697537
1.0,141.0,5555697538
1.0,141.0,5555697540
1.0,107.0,5555697542
1.0,141.0,5555697544
1.0,112.0,5555697545
1.0,142.0,5555697546
1.0,103.0,5555697547
1.0,141.0,5555697548
1.0,143.0,5555697549
1.0,150.0,5555697551
1.0,126.0,5555697552
1.0,150.0,5555697561
1.0,114.0,5555697562
1.0,150.0,5555697565
1.0,111.0,5555697566
1.0,139.0,5555697568
1.0,112.0,5555697571
1.0,122.0,5555697573
1.0,109.0,5555697574
1.0,112.0,5555697577
1.0,111.0,5555697579
1.0,122.0,5555697583
1.0,150.0,5555697584
1.0,134.0,5555697585
1.0,131.0,5555697587
1.0,110.0,5555697588
1.0,122.0,5555697589
1.0,132.0,5555697590
1.0,150.0,5555697591
1.0,150.0,5555697593
1.0,112.0,5555697601
1.0,141.0,5555697602
1.0,150.0,5555697604
1.0,150.0,5555697607
1.0,141.0,5555697608
1.0,131.0,5555697609
1.0,141.0,5555697611
1.0,103.0,5555697615
1.0,144.0,5555697621
1.0,103.0,5555697625
1.0,150.0,5555697627
1.0,113.0,5555697628
1.0,150.0,5555697629
1.0,150.0,5555697635
1.0,141.0,5555697638
1.0,128.0,5555697639
1.0,56.0,5555697641
1.0,150.0,5555697642
1.0,150.0,5555697643
1.0,150.0,5555697645
1.0,140.0,5555697648
1.0,112.0,5555697650
1.0,129.0,5555697651
1.0,122.0,5555697652
1.0,103.0,5555697654
1.0,146.0,5555697655
1.0,141.0,5555697658
1.0,150.0,5555697664
1.0,131.0,5555697666
1.0,112.0,5555697668
1.0,143.0,5555697671
1.0,150.0,5555697672
1.0,103.0,5555697674
1.0,150.0,5555697676
1.0,150.0,5555697677
1.0,141.0,5555697685
1.0,122.0,5555697689
1.0,131.0,5555697693
1.0,136.0,5555697694
1.0,141.0,5555697696
1.0,141.0,5555697697
1.0,141.0,5555697702
1.0,97.0,5555697703
1.0,140.0,5555697704
1.0,150.0,5555697708
1.0,103.0,5555697709
1.0,150.0,5555697710
1.0,141.0,5555697711
1.0,103.0,5555697712
1.0,103.0,5555697715
1.0,150.0,5555697717
1.0,103.0,5555697719
1.0,147.0,5555697721
1.0,141.0,5555697724
1.0,126.0,5555697727
1.0,103.0,5555697730
1.0,122.0,5555697731
1.0,122.0,5555697732
1.0,150.0,5555697734
1.0,141.0,5555697736
1.0,98.0,5555697739
1.0,112.0,5555697740
1.0,150.0,5555697741
1.0,131.0,5555697745
1.0,112.0,5555697746
1.0,131.0,5555697750
1.0,141.0,5555697751
1.0,122.0,5555697753
1.0,122.0,5555697756
1.0,43.0,5555697758
1.0,149.0,5555697759
1.0,150.0,5555697761
1.0,103.0,5555697762
1.0,113.0,5555697766
1.0,103.0,5555697769
1.0,121.0,5555697771
1.0,112.0,5555697773
1.0,103.0,5555697774
1.0,132.0,5555697775
1.0,47.0,5555697776
1.0,131.0,5555697780
1.0,131.0,5555697783
1.0,116.0,5555697784
1.0,103.0,5555697787
1.0,103.0,5555697788
1.0,112.0,5555697790
1.0,150.0,5555697792
1.0,150.0,5555697793
1.0,112.0,5555697798
1.0,131.0,5555697800
1.0,150.0,5555697801
1.0,131.0,5555697802
1.0,108.0,5555697804
1.0,122.0,5555697806
1.0,116.0,5555697810
1.0,112.0,5555697811
1.0,131.0,5555697812
1.0,134.0,5555697814
1.0,108.0,5555697817
1.0,131.0,5555697818
1.0,122.0,5555697819
1.0,137.0,5555697820
1.0,103.0,5555697824
1.0,150.0,5555697826
1.0,146.0,5555697827
1.0,108.0,5555697830
1.0,131.0,5555697832
1.0,103.0,5555697834
1.0,103.0,5555697835
1.0,141.0,5555697838
1.0,105.0,5555697840
1.0,150.0,5555697841
1.0,112.0,5555697842
1.0,150.0,5555697843
1.0,103.0,5555697846
1.0,150.0,5555697851
1.0,142.0,5555697852
1.0,150.0,5555697855
1.0,122.0,5555697861
1.0,128.0,5555697862
1.0,122.0,5555697868
1.0,115.0,5555697869
1.0,103.0,5555697872
1.0,150.0,5555697875
1.0,103.0,5555697877
1.0,131.0,5555697880
1.0,103.0,5555697883
1.0,141.0,5555697884
1.0,102.0,5555697885
1.0,112.0,5555697887
1.0,123.0,5555697890
1.0,69.0,5555697891
1.0,140.0,5555697895
1.0,141.0,5555697897
1.0,103.0,5555697898
1.0,122.0,5555697899
1.0,112.0,5555697900
1.0,122.0,5555697902
1.0,150.0,5555697903
1.0,112.0,5555697906
1.0,112.0,5555697907
1.0,141.0,5555697908
1.0,131.0,5555697911
1.0,150.0,5555697914
1.0,109.0,5555697918
1.0,150.0,5555697920
1.0,122.0,5555697921
1.0,109.0,5555697922
1.0,141.0,5555697923
1.0,150.0,5555697925
1.0,150.0,5555697926
1.0,142.0,5555697929
1.0,131.0,5555697930
1.0,103.0,5555697932
1.0,150.0,5555697934
1.0,122.0,5555697935
1.0,150.0,5555697936
1.0,150.0,5555697937
1.0,131.0,5555697943
1.0,74.0,5555697945
1.0,124.0,5555697950
1.0,141.0,5555697952
1.0,150.0,5555697956
1.0,103.0,5555697959
1.0,111.0,5555697961
1.0,131.0,5555697966
1.0,150.0,5555697967
1.0,112.0,5555697969
1.0,112.0,5555697973
1.0,150.0,5555697974
1.0,121.0,5555697981
1.0,101.0,5555697982
1.0,140.0,5555697986
1.0,124.0,5555697990
1.0,105.0,5555697993
1.0,150.0,5555697994
1.0,136.0,5555697999
1.0,112.0,5555698000
1.0,137.0,5555698001
1.0,146.0,5555698002
1.0,141.0,5555698008
1.0,150.0,5555698009
1.0,131.0,5555698011
1.0,131.0,5555698018
1.0,141.0,5555698019
1.0,131.0,5555698020
1.0,150.0,5555698021
1.0,128.0,5555698025
1.0,103.0,5555698026
1.0,112.0,5555698030
1.0,150.0,5555698033
1.0,144.0,5555698034
1.0,139.0,5555698035
1.0,112.0,5555698039
1.0,103.0,5555698041
1.0,150.0,5555698042
1.0,150.0,5555698045
1.0,150.0,5555698046
1.0,115.0,5555698049
1.0,150.0,5555698052
1.0,122.0,5555698054
1.0,135.0,5555698055
1.0,127.0,5555698060
1.0,150.0,5555698063
1.0,140.0,5555698064
1.0,122.0,5555698065
1.0,136.0,5555698068
1.0,149.0,5555698070
1.0,131.0,5555698076
1.0,112.0,5555698077
1.0,131.0,5555698078
1.0,143.0,5555698082
1.0,131.0,5555698088
1.0,122.0,5555698089
1.0,103.0,5555698090
1.0,127.0,5555698094
1.0,122.0,5555698095
1.0,100.0,5555698097
1.0,112.0,5555698099
1.0,141.0,5555698100
1.0,122.0,5555698103
1.0,141.0,5555698105
1.0,122.0,5555698106
1.0,123.0,5555698110
1.0,116.0,5555698111
1.0,141.0,5555698112
1.0,103.0,5555698113
1.0,150.0,5555698115
1.0,150.0,5555698116
1.0,131.0,5555698122
1.0,141.0,5555698124
1.0,150.0,5555698126
1.0,150.0,5555698127
1.0,150.0,5555698133
1.0,131.0,5555698136
1.0,141.0,5555698138
1.0,121.0,5555698139
1.0,103.0,5555698146
1.0,122.0,5555698147
1.0,150.0,5555698148
1.0,112.0,5555698154
1.0,131.0,5555698155
1.0,122.0,5555698157
1.0,114.0,5555698159
1.0,112.0,5555698161
1.0,112.0,5555698162
1.0,122.0,5555698164
1.0,103.0,5555698165
1.0,119.0,5555698167
1.0,131.0,5555698169
1.0,125.0,5555698171
1.0,141.0,5555698172
1.0,106.0,5555698173
1.0,133.0,5555698174
1.0,131.0,5555698175
1.0,110.0,5555698177
1.0,138.0,5555698179
1.0,122.0,5555698181
1.0,134.0,5555698183
1.0,59.0,5555698186
1.0,18.0,5555698188
1.0,102.0,5555698189
1.0,128.0,5555698190
1.0,95.0,5555698196
1.0,104.0,5555698197
1.0,128.0,5555698205
1.0,122.0,5555698209
1.0,138.0,5555698214
1.0,122.0,5555698215
1.0,102.0,5555698221
1.0,97.0,5555698223
1.0,112.0,5555698229
1.0,115.0,5555698232
1.0,150.0,5555698233
1.0,132.0,5555698239
1.0,131.0,5555698240
1.0,131.0,5555698241
1.0,150.0,5555698242
1.0,118.0,5555698245
1.0,131.0,5555698246
1.0,150.0,5555698247
1.0,112.0,5555698248
1.0,103.0,5555698250
1.0,138.0,5555698252
1.0,131.0,5555698257
1.0,103.0,5555698259
1.0,98.0,5555698265
1.0,146.0,5555698266
1.0,107.0,5555698268
1.0,141.0,5555698269
1.0,107.0,5555698272
1.0,116.0,5555698273
1.0,103.0,5555698275
1.0,103.0,5555698280
1.0,133.0,5555698282
1.0,112.0,5555698286
1.0,103.0,5555698287
1.0,112.0,5555698292
1.0,150.0,5555698293
1.0,125.0,5555698294
1.0,122.0,5555698295
1.0,131.0,5555698296
1.0,108.0,5555698297
1.0,122.0,5555698298
1.0,141.0,5555698299
1.0,141.0,5555698300
1.0,131.0,5555698301
1.0,123.0,5555698302
1.0,131.0,5555698305
1.0,103.0,5555698308
1.0,101.0,5555698309
1.0,141.0,5555698313
1.0,109.0,5555698316
1.0,103.0,5555698318
1.0,139.0,5555698319
1.0,105.0,5555698323
1.0,150.0,5555698324
1.0,131.0,5555698326
1.0,108.0,5555698331
1.0,100.0,5555698335
1.0,115.0,5555698338
1.0,112.0,5555698340
1.0,141.0,5555698344
1.0,112.0,5555698345
1.0,119.0,5555698351
1.0,131.0,5555698353
1.0,128.0,5555698355
1.0,141.0,5555698358
1.0,150.0,5555698359
1.0,137.0,5555698361
1.0,108.0,5555698363
1.0,141.0,5555698364
1.0,141.0,5555698370
1.0,148.0,5555698371
1.0,110.0,5555698372
1.0,65.0,5555698375
1.0,103.0,5555698381
1.0,122.0,5555698382
1.0,150.0,5555698389
1.0,127.0,5555698390
1.0,141.0,5555698392
1.0,122.0,5555698396
1.0,141.0,5555698402
1.0,122.0,5555698403
1.0,112.0,5555698408
1.0,131.0,5555698409
1.0,103.0,5555698410
1.0,130.0,5555698415
1.0,112.0,5555698416
1.0,122.0,5555698417
1.0,141.0,5555698425
1.0,141.0,5555698428
1.0,131.0,5555698430
1.0,141.0,5555698431
1.0,122.0,5555698438
1.0,131.0,5555698440
1.0,103.0,5555698441
1.0,112.0,5555698442
1.0,150.0,5555698444
1.0,140.0,5555698446
1.0,141.0,5555698451
1.0,101.0,5555698452
1.0,150.0,5555698459
1.0,103.0,5555698460
1.0,131.0,5555698461
1.0,131.0,5555698462
1.0,139.0,5555698463
1.0,150.0,5555698465
1.0,147.0,5555698467
1.0,112.0,5555698469
1.0,103.0,5555698470
1.0,133.0,5555698471
1.0,131.0,5555698472
1.0,112.0,5555698473
1.0,141.0,5555698475
1.0,104.0,5555698476
1.0,122.0,5555698477
1.0,141.0,5555698483
1.0,112.0,5555698484
1.0,150.0,5555698488
1.0,123.0,5555698492
1.0,150.0,5555698493
1.0,103.0,5555698494
1.0,141.0,5555698495
1.0,120.0,5555698496
1.0,112.0,5555698497
1.0,102.0,5555698499
1.0,150.0,5555698500
1.0,113.0,5555698509
1.0,150.0,5555698514
1.0,102.0,5555698516
1.0,131.0,5555698517
1.0,143.0,5555698520
1.0,136.0,5555698524
1.0,131.0,5555698530
1.0,112.0,5555698532
1.0,122.0,5555698536
1.0,141.0,5555698543
1.0,112.0,5555698547
1.0,141.0,5555698549
1.0,122.0,5555698550
1.0,128.0,5555698552
1.0,150.0,5555698559
1.0,150.0,5555698561
1.0,150.0,5555698565
1.0,150.0,5555698567
1.0,131.0,5555698570
1.0,131.0,5555698573
1.0,122.0,5555698575
1.0,131.0,5555698576
1.0,112.0,5555698577
1.0,122.0,5555698579
1.0,150.0,5555698581
1.0,130.0,5555698582
1.0,41.0,5555698583
1.0,103.0,5555698584
1.0,103.0,5555698589
1.0,141.0,5555698591
1.0,144.0,5555698592
1.0,141.0,5555698594
1.0,112.0,5555698595
1.0,42.0,5555698596
1.0,121.0,5555698597
1.0,10.0,5555698601
1.0,150.0,5555698604
1.0,131.0,5555698605
1.0,126.0,5555698608
1.0,131.0,5555698609
1.0,133.0,5555698610
1.0,138.0,5555698612
1.0,132.0,5555698615
1.0,141.0,5555698617
1.0,112.0,5555698619
1.0,96.0,5555698620
1.0,108.0,5555698621
1.0,137.0,5555698622
1.0,141.0,5555698629
1.0,141.0,5555698630
1.0,137.0,5555698639
1.0,111.0,5555698640
1.0,150.0,5555698643
1.0,150.0,5555698645
1.0,122.0,5555698646
1.0,122.0,5555698648
1.0,122.0,5555698649
1.0,112.0,5555698652
1.0,131.0,5555698653
1.0,122.0,5555698659
1.0,108.0,5555698660
1.0,112.0,5555698661
1.0,150.0,5555698663
1.0,122.0,5555698664
1.0,112.0,5555698669
1.0,112.0,5555698671
1.0,103.0,5555698676
1.0,99.0,5555698679
1.0,150.0,5555698680
1.0,150.0,5555698681
1.0,122.0,5555698682
1.0,130.0,5555698684
1.0,106.0,5555698685
1.0,122.0,5555698688
1.0,103.0,5555698689
1.0,150.0,5555698691
1.0,133.0,5555698693
1.0,150.0,5555698694
1.0,128.0,5555698696
1.0,150.0,5555698697
1.0,12.0,5555698698
1.0,123.0,5555698699
1.0,150.0,5555698701
1.0,141.0,5555698704
1.0,150.0,5555698707
1.0,112.0,5555698708
1.0,141.0,5555698709
1.0,141.0,5555698712
1.0,102.0,5555698713
1.0,141.0,5555698714
1.0,122.0,5555698715
1.0,103.0,5555698717
1.0,104.0,5555698718
1.0,127.0,5555698720
1.0,150.0,5555698721
1.0,150.0,5555698723
1.0,122.0,5555698729
1.0,131.0,5555698730
1.0,131.0,5555698731
1.0,122.0,5555698732
1.0,103.0,5555698734
1.0,127.0,5555698741
1.0,74.0,5555698747
1.0,99.0,5555698749
1.0,100.0,5555698752
1.0,108.0,5555698753
1.0,150.0,5555698757
1.0,137.0,5555698758
1.0,136.0,5555698759
1.0,122.0,5555698764
1.0,103.0,5555698766
1.0,143.0,5555698768
1.0,143.0,5555698769
1.0,141.0,5555698770
1.0,141.0,5555698773
1.0,122.0,5555698774
1.0,149.0,5555698775
1.0,103.0,5555698778
1.0,123.0,5555698786
1.0,131.0,5555698792
1.0,119.0,5555698794
1.0,130.0,5555698796
1.0,131.0,5555698797
1.0,121.0,5555698799
1.0,146.0,5555698800
1.0,112.0,5555698801
1.0,96.0,5555698807
1.0,122.0,5555698809
1.0,150.0,5555698810
1.0,150.0,5555698811
1.0,108.0,5555698813
1.0,150.0,5555698814
1.0,141.0,5555698817
1.0,150.0,5555698819
1.0,112.0,5555698821
1.0,100.0,5555698825
1.0,150.0,5555698829
1.0,150.0,5555698831
1.0,150.0,5555698832
1.0,150.0,5555698833
1.0,141.0,5555698837
1.0,133.0,5555698840
1.0,112.0,5555698841
1.0,112.0,5555698842
1.0,36.0,5555698846
1.0,103.0,5555698847
1.0,150.0,5555698855
1.0,97.0,5555698856
1.0,130.0,5555698857
1.0,95.0,5555698859
1.0,131.0,5555698860
1.0,150.0,5555698862
1.0,119.0,5555698863
1.0,131.0,5555698865
1.0,106.0,5555698866
1.0,131.0,5555698869
1.0,131.0,5555698870
1.0,150.0,5555698871
1.0,150.0,5555698872
1.0,113.0,5555698876
1.0,141.0,5555698877
1.0,150.0,5555698878
1.0,140.0,5555698879
1.0,150.0,5555698881
1.0,112.0,5555698884
1.0,141.0,5555698887
1.0,131.0,5555698888
1.0,150.0,5555698893
1.0,141.0,5555698900
1.0,112.0,5555698903
1.0,141.0,5555698904
1.0,150.0,5555698905
1.0,121.0,5555698908
1.0,142.0,5555698909
1.0,103.0,5555698910
1.0,141.0,5555698913
1.0,112.0,5555698915
1.0,141.0,5555698917
1.0,141.0,5555698921
1.0,150.0,5555698922
1.0,150.0,5555698924
1.0,141.0,5555698928
1.0,115.0,5555698930
1.0,149.0,5555698937
1.0,150.0,5555698945
1.0,112.0,5555698946
1.0,131.0,5555698949
1.0,113.0,5555698950
1.0,112.0,5555698953
1.0,150.0,5555698954
1.0,141.0,5555698955
1.0,150.0,5555698957
1.0,122.0,5555698958
1.0,103.0,5555698962
1.0,103.0,5555698963
1.0,112.0,5555698964
1.0,131.0,5555698967
1.0,150.0,5555698970
1.0,131.0,5555698971
1.0,110.0,5555698979
1.0,98.0,5555698984
1.0,103.0,5555698986
1.0,150.0,5555698987
1.0,103.0,5555698994
1.0,141.0,5555698995
1.0,150.0,5555698996
1.0,103.0,5555699000
1.0,150.0,5555699002
1.0,131.0,5555699003
1.0,141.0,5555699004
1.0,107.0,5555699005
1.0,96.0,5555699008
1.0,131.0,5555699009
1.0,66.0,5555699010
1.0,128.0,5555699012
1.0,103.0,5555699020
1.0,131.0,5555699028
1.0,150.0,5555699029
1.0,129.0,5555699030
1.0,47.0,5555699032
1.0,96.0,5555699033
1.0,126.0,5555699034
1.0,150.0,5555699038
1.0,112.0,5555699039
1.0,131.0,5555699042
1.0,109.0,5555699044
1.0,131.0,5555699045
1.0,103.0,5555699048
1.0,102.0,5555699049
1.0,122.0,5555699052
1.0,122.0,5555699053
1.0,150.0,5555699056
1.0,103.0,5555699057
1.0,145.0,5555699058
1.0,141.0,5555699059
1.0,109.0,5555699061
1.0,61.0,5555699064
1.0,141.0,5555699066
1.0,150.0,5555699067
1.0,121.0,5555699074
1.0,131.0,5555699077
1.0,150.0,5555699081
1.0,150.0,5555699086
1.0,65.0,5555699088
1.0,141.0,5555699096
1.0,150.0,5555699098
1.0,150.0,5555699100
1.0,141.0,5555699105
1.0,131.0,5555699106
1.0,131.0,5555699107
1.0,21.0,5555699112
1.0,130.0,5555699114
1.0,103.0,5555699117
1.0,122.0,5555699118
1.0,122.0,5555699119
1.0,149.0,5555699122
1.0,132.0,5555699126
1.0,119.0,5555699129
1.0,103.0,5555699133
1.0,112.0,5555699135
1.0,150.0,5555699140
1.0,110.0,5555699142
1.0,141.0,5555699148
1.0,141.0,5555699156
1.0,150.0,5555699157
1.0,150.0,5555699161
1.0,98.0,5555699165
1.0,150.0,5555699166
1.0,96.0,5555699168
1.0,131.0,5555699174
1.0,141.0,5555699175
1.0,41.0,5555699177
1.0,112.0,5555699183
1.0,143.0,5555699187
1.0,112.0,5555699189
1.0,141.0,5555699192
1.0,124.0,5555699195
1.0,112.0,5555699201
1.0,122.0,5555699205
1.0,140.0,5555699207
1.0,150.0,5555699208
1.0,122.0,5555699210
1.0,122.0,5555699211
1.0,122.0,5555699215
1.0,130.0,5555699216
1.0,131.0,5555699217
1.0,98.0,5555699218
1.0,108.0,5555699222
1.0,133.0,5555699226
1.0,141.0,5555699227
1.0,141.0,5555699228
1.0,150.0,5555699230
1.0,139.0,5555699232
1.0,129.0,5555699233
1.0,121.0,5555699238
1.0,96.0,5555699239
1.0,141.0,5555699240
1.0,131.0,5555699241
1.0,141.0,5555699243
1.0,103.0,5555699244
1.0,100.0,5555699247
1.0,119.0,5555699250
1.0,103.0,5555699252
1.0,141.0,5555699253
1.0,122.0,5555699258
1.0,144.0,5555699259
1.0,103.0,5555699265
1.0,77.0,5555699266
1.0,131.0,5555699267
1.0,150.0,5555699270
1.0,17.0,5555699281
1.0,130.0,5555699282
1.0,122.0,5555699285
1.0,103.0,5555699289
1.0,150.0,5555699291
1.0,103.0,5555699294
1.0,141.0,5555699295
1.0,103.0,5555699296
1.0,142.0,5555699298
1.0,141.0,5555699299
1.0,131.0,5555699301
1.0,150.0,5555699303
1.0,144.0,5555699305
1.0,150.0,5555699308
1.0,103.0,5555699310
1.0,130.0,5555699312
1.0,150.0,5555699316
1.0,107.0,5555699323
1.0,122.0,5555699325
1.0,112.0,5555699327
1.0,150.0,5555699328
1.0,112.0,5555699333
1.0,142.0,5555699337
1.0,122.0,5555699339
1.0,123.0,5555699340
1.0,115.0,5555699342
1.0,112.0,5555699344
1.0,103.0,5555699346
1.0,131.0,5555699347
1.0,150.0,5555699351
1.0,119.0,5555699352
1.0,141.0,5555699353
1.0,150.0,5555699354
1.0,108.0,5555699357
1.0,102.0,5555699358
1.0,103.0,5555699361
1.0,142.0,5555699364
1.0,150.0,5555699366
1.0,120.0,5555699367
1.0,14.0,5555699369
1.0,122.0,5555699370
1.0,131.0,5555699371
1.0,112.0,5555699373
1.0,150.0,5555699374
1.0,103.0,5555699375
1.0,131.0,5555699377
1.0,141.0,5555699378
1.0,112.0,5555699379
1.0,122.0,5555699381
1.0,150.0,5555699384
1.0,131.0,5555699385
1.0,112.0,5555699386
1.0,103.0,5555699388
1.0,131.0,5555699390
1.0,146.0,5555699393
1.0,141.0,5555699398
1.0,122.0,5555699400
1.0,135.0,5555699404
1.0,150.0,5555699407
1.0,112.0,5555699410
1.0,111.0,5555699412
1.0,131.0,5555699414
1.0,96.0,5555699415
1.0,106.0,5555699416
1.0,141.0,5555699417
1.0,100.0,5555699423
1.0,141.0,5555699424
1.0,103.0,5555699425
1.0,122.0,5555699426
1.0,131.0,5555699428
1.0,143.0,5555699430
1.0,133.0,5555699433
1.0,131.0,5555699434
1.0,150.0,5555699435
1.0,98.0,5555699436
1.0,112.0,5555699437
1.0,103.0,5555699438
1.0,122.0,5555699439
1.0,141.0,5555699440
1.0,103.0,5555699442
1.0,96.0,5555699444
1.0,141.0,5555699450
1.0,131.0,5555699451
1.0,103.0,5555699452
1.0,103.0,5555699454
1.0,117.0,5555699458
1.0,120.0,5555699463
1.0,150.0,5555699465
1.0,144.0,5555699466
1.0,122.0,5555699467
1.0,131.0,5555699469
1.0,145.0,5555699470
1.0,131.0,5555699473
1.0,112.0,5555699475
1.0,150.0,5555699476
1.0,134.0,5555699477
1.0,140.0,5555699478
1.0,141.0,5555699481
1.0,150.0,5555699483
1.0,150.0,5555699485
1.0,112.0,5555699490
1.0,150.0,5555699492
1.0,140.0,5555699493
1.0,131.0,5555699497
1.0,131.0,5555699499
1.0,131.0,5555699500
1.0,131.0,5555699502
1.0,126.0,5555699504
1.0,29.0,5555699505
1.0,122.0,5555699506
1.0,122.0,5555699514
1.0,150.0,5555699519
1.0,131.0,5555699523
1.0,131.0,5555699524
1.0,141.0,5555699529
1.0,122.0,5555699531
1.0,95.0,5555699533
1.0,141.0,5555699535
1.0,124.0,5555699537
1.0,122.0,5555699539
1.0,122.0,5555699543
1.0,150.0,5555699545
1.0,141.0,5555699547
1.0,150.0,5555699548
1.0,149.0,5555699550
1.0,141.0,5555699559
1.0,122.0,5555699563
1.0,150.0,5555699565
1.0,114.0,5555699567
1.0,103.0,5555699568
1.0,112.0,5555699569
1.0,122.0,5555699578
1.0,130.0,5555699579
1.0,150.0,5555699580
1.0,150.0,5555699582
1.0,150.0,5555699583
1.0,131.0,5555699587
1.0,150.0,5555699591
1.0,112.0,5555699596
1.0,150.0,5555699597
1.0,131.0,5555699598
1.0,97.0,5555699600
1.0,131.0,5555699604
1.0,103.0,5555699605
1.0,150.0,5555699609
1.0,112.0,5555699612
1.0,150.0,5555699613
1.0,141.0,5555699614
1.0,131.0,5555699616
1.0,141.0,5555699619
1.0,122.0,5555699621
1.0,122.0,5555699625
1.0,141.0,5555699626
1.0,103.0,5555699627
1.0,131.0,5555699630
1.0,117.0,5555699636
1.0,102.0,5555699638
1.0,77.0,5555699639
1.0,107.0,5555699640
1.0,130.0,5555699641
1.0,150.0,5555699645
1.0,112.0,5555699646
1.0,122.0,5555699647
1.0,131.0,5555699648
1.0,123.0,5555699651
1.0,122.0,5555699652
1.0,150.0,5555699655
1.0,132.0,5555699656
1.0,103.0,5555699659
1.0,150.0,5555699661
1.0,150.0,5555699662
1.0,95.0,5555699663
1.0,116.0,5555699668
1.0,103.0,5555699669
1.0,131.0,5555699672
1.0,131.0,5555699674
1.0,150.0,5555699676
1.0,131.0,5555699677
1.0,139.0,5555699678
1.0,121.0,5555699679
1.0,103.0,5555699680
1.0,150.0,5555699681
1.0,112.0,5555699684
1.0,122.0,5555699687
1.0,122.0,5555699696
1.0,122.0,5555699698
1.0,150.0,5555699701
1.0,121.0,5555699703
1.0,139.0,5555699705
1.0,98.0,5555699709
1.0,141.0,5555699710
1.0,131.0,5555699719
1.0,113.0,5555699725
1.0,129.0,5555699728
1.0,145.0,5555699729
1.0,150.0,5555699730
1.0,112.0,5555699732
1.0,131.0,5555699734
1.0,112.0,5555699738
1.0,112.0,5555699739
1.0,112.0,5555699748
1.0,122.0,5555699754
1.0,150.0,5555699756
1.0,142.0,5555699757
1.0,150.0,5555699758
1.0,150.0,5555699762
1.0,112.0,5555699766
1.0,131.0,5555699769
1.0,150.0,5555699775
1.0,141.0,5555699778
1.0,120.0,5555699781
1.0,150.0,5555699783
1.0,47.0,5555699785
1.0,141.0,5555699786
1.0,131.0,5555699787
1.0,103.0,5555699788
1.0,128.0,5555699790
1.0,102.0,5555699791
1.0,148.0,5555699794
1.0,150.0,5555699796
1.0,112.0,5555699802
1.0,131.0,5555699803
1.0,112.0,5555699804
1.0,141.0,5555699808
1.0,150.0,5555699810
1.0,112.0,5555699815
1.0,150.0,5555699817
1.0,130.0,5555699822
1.0,135.0,5555699824
1.0,149.0,5555699827
1.0,96.0,5555699830
1.0,112.0,5555699833
1.0,131.0,5555699836
1.0,150.0,5555699839
1.0,131.0,5555699840
1.0,143.0,5555699845
1.0,150.0,5555699847
1.0,112.0,5555699849
1.0,134.0,5555699852
1.0,150.0,5555699853
1.0,141.0,5555699856
1.0,131.0,5555699857
1.0,133.0,5555699858
1.0,126.0,5555699863
1.0,141.0,5555699866
1.0,150.0,5555699872
1.0,136.0,5555699876
1.0,116.0,5555699879
1.0,131.0,5555699883
1.0,140.0,5555699886
1.0,122.0,5555699887
1.0,122.0,5555699888
1.0,140.0,5555699894
1.0,112.0,5555699895
1.0,131.0,5555699898
1.0,105.0,5555699899
1.0,131.0,5555699901
1.0,141.0,5555699902
1.0,150.0,5555699908
1.0,150.0,5555699910
1.0,122.0,5555699913
1.0,141.0,5555699915
1.0,120.0,5555699916
1.0,131.0,5555699917
1.0,145.0,5555699921
1.0,148.0,5555699923
1.0,141.0,5555699929
1.0,100.0,5555699930
1.0,122.0,5555699933
1.0,131.0,5555699934
1.0,150.0,5555699937
1.0,102.0,5555699939
1.0,111.0,5555699941
1.0,103.0,5555699942
1.0,141.0,5555699946
1.0,107.0,5555699954
1.0,112.0,5555699955
1.0,99.0,5555699958
1.0,150.0,5555699959
1.0,122.0,5555699961
1.0,131.0,5555699962
1.0,55.0,5555699963
1.0,150.0,5555699967
1.0,141.0,5555699972
1.0,131.0,5555699979
1.0,150.0,5555699980
1.0,150.0,5555699981
1.0,112.0,5555699990
1.0,150.0,5555699993
1.0,131.0,5555699994
1.0,141.0,5555699997
