,donation,donation_amount,visit_id
931,1.0,570.0,5555697470
932,1.0,572.0,5555697472
933,1.0,600.0,5555697477
934,1.0,562.0,5555697478
935,1.0,525.0,5555697479
936,1.0,600.0,5555697483
937,1.0,450.0,5555697485
938,1.0,461.0,5555697490
939,1.0,450.0,5555697492
940,1.0,562.0,5555697496
941,1.0,600.0,5555697498
942,1.0,450.0,5555697500
943,1.0,600.0,5555697501
944,1.0,525.0,5555697508
945,1.0,562.0,5555697509
946,1.0,562.0,5555697510
947,1.0,545.0,5555697514
948,1.0,525.0,5555697517
949,1.0,450.0,5555697518
950,1.0,600.0,5555697522
951,1.0,434.0,5555697523
952,1.0,525.0,5555697537
953,1.0,517.0,5555697539
954,1.0,600.0,5555697540
955,1.0,488.0,5555697543
956,1.0,488.0,5555697544
957,1.0,597.0,5555697546
958,1.0,600.0,5555697548
959,1.0,562.0,5555697549
960,1.0,600.0,5555697553
961,1.0,579.0,5555697559
962,1.0,549.0,5555697563
963,1.0,525.0,5555697564
964,1.0,600.0,5555697565
965,1.0,2.0,5555697570
966,1.0,488.0,5555697571
967,1.0,562.0,5555697574
968,1.0,450.0,5555697579
969,1.0,600.0,5555697581
970,1.0,600.0,5555697585
971,1.0,450.0,5555697587
972,1.0,450.0,5555697589
973,1.0,450.0,5555697592
974,1.0,582.0,5555697595
975,1.0,488.0,5555697599
976,1.0,488.0,5555697601
977,1.0,488.0,5555697603
978,1.0,74.0,5555697610
979,1.0,562.0,5555697612
980,1.0,414.0,5555697613
981,1.0,448.0,5555697614
982,1.0,481.0,5555697615
983,1.0,562.0,5555697616
984,1.0,600.0,5555697618
985,1.0,164.0,5555697628
986,1.0,597.0,5555697631
987,1.0,450.0,5555697633
988,1.0,525.0,5555697635
989,1.0,600.0,5555697637
990,1.0,450.0,5555697638
991,1.0,600.0,5555697641
992,1.0,475.0,5555697642
993,1.0,450.0,5555697643
994,1.0,450.0,5555697645
995,1.0,488.0,5555697648
996,1.0,450.0,5555697649
997,1.0,515.0,5555697654
998,1.0,600.0,5555697655
999,1.0,505.0,5555697656
1000,1.0,600.0,5555697660
1001,1.0,444.0,5555697661
1002,1.0,450.0,5555697662
1003,1.0,600.0,5555697664
1004,1.0,470.0,5555697666
1005,1.0,496.0,5555697668
1006,1.0,593.0,5555697669
1007,1.0,462.0,5555697671
1008,1.0,525.0,5555697672
1009,1.0,525.0,5555697676
1010,1.0,486.0,5555697677
1011,1.0,562.0,5555697678
1012,1.0,562.0,5555697679
1013,1.0,562.0,5555697680
1014,1.0,498.0,5555697687
1015,1.0,488.0,5555697688
1016,1.0,525.0,5555697689
1017,1.0,471.0,5555697698
1018,1.0,455.0,5555697699
1019,1.0,450.0,5555697701
1020,1.0,85.0,5555697703
1021,1.0,525.0,5555697707
1022,1.0,450.0,5555697709
1023,1.0,525.0,5555697711
1024,1.0,562.0,5555697720
1025,1.0,441.0,5555697721
1026,1.0,542.0,5555697724
1027,1.0,600.0,5555697729
1028,1.0,488.0,5555697731
1029,1.0,430.0,5555697733
1030,1.0,525.0,5555697736
1031,1.0,600.0,5555697738
1032,1.0,562.0,5555697739
1033,1.0,562.0,5555697741
1034,1.0,525.0,5555697745
1035,1.0,525.0,5555697747
1036,1.0,600.0,5555697751
1037,1.0,488.0,5555697752
1038,1.0,562.0,5555697756
1039,1.0,586.0,5555697759
1040,1.0,385.0,5555697766
1041,1.0,450.0,5555697767
1042,1.0,526.0,5555697769
1043,1.0,514.0,5555697780
1044,1.0,562.0,5555697783
1045,1.0,488.0,5555697784
1046,1.0,488.0,5555697785
1047,1.0,525.0,5555697786
1048,1.0,584.0,5555697787
1049,1.0,525.0,5555697788
1050,1.0,525.0,5555697789
1051,1.0,600.0,5555697792
1052,1.0,525.0,5555697795
1053,1.0,488.0,5555697797
1054,1.0,525.0,5555697798
1055,1.0,525.0,5555697800
1056,1.0,594.0,5555697802
1057,1.0,378.0,5555697804
1058,1.0,548.0,5555697805
1059,1.0,450.0,5555697806
1060,1.0,600.0,5555697810
1061,1.0,600.0,5555697811
1062,1.0,562.0,5555697814
1063,1.0,450.0,5555697818
1064,1.0,486.0,5555697821
1065,1.0,507.0,5555697825
1066,1.0,549.0,5555697829
1067,1.0,441.0,5555697831
1068,1.0,438.0,5555697833
1069,1.0,450.0,5555697835
1070,1.0,450.0,5555697837
1071,1.0,80.0,5555697839
1072,1.0,600.0,5555697840
1073,1.0,562.0,5555697847
1074,1.0,600.0,5555697849
1075,1.0,525.0,5555697850
1076,1.0,600.0,5555697853
1077,1.0,589.0,5555697856
1078,1.0,488.0,5555697857
1079,1.0,526.0,5555697859
1080,1.0,600.0,5555697862
1081,1.0,600.0,5555697869
1082,1.0,600.0,5555697882
1083,1.0,600.0,5555697883
1084,1.0,544.0,5555697884
1085,1.0,425.0,5555697889
1086,1.0,562.0,5555697891
1087,1.0,562.0,5555697892
1088,1.0,562.0,5555697893
1089,1.0,600.0,5555697897
1090,1.0,450.0,5555697899
1091,1.0,600.0,5555697900
1092,1.0,486.0,5555697901
1093,1.0,488.0,5555697903
1094,1.0,481.0,5555697904
1095,1.0,525.0,5555697906
1096,1.0,525.0,5555697907
1097,1.0,482.0,5555697909
1098,1.0,568.0,5555697910
1099,1.0,57.0,5555697912
1100,1.0,600.0,5555697914
1101,1.0,503.0,5555697915
1102,1.0,584.0,5555697917
1103,1.0,562.0,5555697921
1104,1.0,530.0,5555697922
1105,1.0,576.0,5555697923
1106,1.0,562.0,5555697935
1107,1.0,600.0,5555697939
1108,1.0,562.0,5555697940
1109,1.0,600.0,5555697941
1110,1.0,525.0,5555697942
1111,1.0,525.0,5555697943
1112,1.0,259.0,5555697946
1113,1.0,600.0,5555697953
1114,1.0,562.0,5555697958
1115,1.0,600.0,5555697965
1116,1.0,600.0,5555697966
1117,1.0,562.0,5555697969
1118,1.0,450.0,5555697973
1119,1.0,488.0,5555697974
1120,1.0,562.0,5555697976
1121,1.0,561.0,5555697980
1122,1.0,481.0,5555697981
1123,1.0,600.0,5555697982
1124,1.0,600.0,5555697983
1125,1.0,600.0,5555697984
1126,1.0,476.0,5555697989
1127,1.0,450.0,5555697993
1128,1.0,525.0,5555697994
1129,1.0,450.0,5555697995
1130,1.0,600.0,5555698000
1131,1.0,450.0,5555698002
1132,1.0,600.0,5555698003
1133,1.0,600.0,5555698004
1134,1.0,488.0,5555698006
1135,1.0,600.0,5555698012
1136,1.0,558.0,5555698014
1137,1.0,488.0,5555698018
1138,1.0,176.0,5555698023
1139,1.0,525.0,5555698024
1140,1.0,495.0,5555698027
1141,1.0,450.0,5555698030
1142,1.0,600.0,5555698031
1143,1.0,450.0,5555698034
1144,1.0,525.0,5555698037
1145,1.0,525.0,5555698039
1146,1.0,600.0,5555698041
1147,1.0,478.0,5555698042
1148,1.0,600.0,5555698044
1149,1.0,597.0,5555698045
1150,1.0,495.0,5555698047
1151,1.0,562.0,5555698050
1152,1.0,450.0,5555698055
1153,1.0,562.0,5555698056
1154,1.0,450.0,5555698058
1155,1.0,472.0,5555698060
1156,1.0,525.0,5555698064
1157,1.0,488.0,5555698066
1158,1.0,416.0,5555698069
1159,1.0,562.0,5555698070
1160,1.0,450.0,5555698071
1161,1.0,562.0,5555698073
1162,1.0,600.0,5555698077
1163,1.0,525.0,5555698078
1164,1.0,523.0,5555698080
1165,1.0,450.0,5555698083
1166,1.0,525.0,5555698090
1167,1.0,525.0,5555698093
1168,1.0,525.0,5555698095
1169,1.0,556.0,5555698096
1170,1.0,562.0,5555698098
1171,1.0,600.0,5555698100
1172,1.0,562.0,5555698101
1173,1.0,439.0,5555698104
1174,1.0,450.0,5555698105
1175,1.0,562.0,5555698107
1176,1.0,525.0,5555698109
1177,1.0,488.0,5555698110
1178,1.0,450.0,5555698112
1179,1.0,473.0,5555698113
1180,1.0,443.0,5555698114
1181,1.0,103.0,5555698115
1182,1.0,600.0,5555698117
1183,1.0,525.0,5555698122
1184,1.0,562.0,5555698124
1185,1.0,488.0,5555698127
1186,1.0,600.0,5555698129
1187,1.0,450.0,5555698130
1188,1.0,525.0,5555698132
1189,1.0,525.0,5555698133
1190,1.0,600.0,5555698137
1191,1.0,450.0,5555698139
1192,1.0,466.0,5555698142
1193,1.0,562.0,5555698146
1194,1.0,600.0,5555698152
1195,1.0,535.0,5555698155
1196,1.0,540.0,5555698156
1197,1.0,527.0,5555698161
1198,1.0,600.0,5555698162
1199,1.0,562.0,5555698163
1200,1.0,464.0,5555698164
1201,1.0,562.0,5555698169
1202,1.0,519.0,5555698170
1203,1.0,507.0,5555698172
1204,1.0,450.0,5555698174
1205,1.0,450.0,5555698177
1206,1.0,525.0,5555698181
1207,1.0,562.0,5555698184
1208,1.0,432.0,5555698185
1209,1.0,589.0,5555698188
1210,1.0,580.0,5555698189
1211,1.0,598.0,5555698192
1212,1.0,488.0,5555698197
1213,1.0,450.0,5555698199
1214,1.0,562.0,5555698200
1215,1.0,525.0,5555698201
1216,1.0,525.0,5555698203
1217,1.0,525.0,5555698205
1218,1.0,450.0,5555698206
1219,1.0,450.0,5555698208
1220,1.0,510.0,5555698209
1221,1.0,450.0,5555698212
1222,1.0,450.0,5555698214
1223,1.0,488.0,5555698219
1224,1.0,600.0,5555698220
1225,1.0,600.0,5555698223
1226,1.0,488.0,5555698226
1227,1.0,570.0,5555698227
1228,1.0,525.0,5555698230
1229,1.0,562.0,5555698234
1230,1.0,488.0,5555698235
1231,1.0,464.0,5555698236
1232,1.0,562.0,5555698240
1233,1.0,488.0,5555698242
1234,1.0,484.0,5555698243
1235,1.0,600.0,5555698244
1236,1.0,488.0,5555698245
1237,1.0,562.0,5555698247
1238,1.0,525.0,5555698250
1239,1.0,600.0,5555698253
1240,1.0,525.0,5555698256
1241,1.0,488.0,5555698261
1242,1.0,562.0,5555698263
1243,1.0,450.0,5555698266
1244,1.0,488.0,5555698272
1245,1.0,488.0,5555698274
1246,1.0,525.0,5555698284
1247,1.0,581.0,5555698286
1248,1.0,488.0,5555698289
1249,1.0,562.0,5555698290
1250,1.0,488.0,5555698294
1251,1.0,600.0,5555698297
1252,1.0,487.0,5555698300
1253,1.0,450.0,5555698303
1254,1.0,525.0,5555698306
1255,1.0,450.0,5555698309
1256,1.0,562.0,5555698317
1257,1.0,600.0,5555698318
1258,1.0,568.0,5555698325
1259,1.0,562.0,5555698328
1260,1.0,450.0,5555698329
1261,1.0,562.0,5555698330
1262,1.0,600.0,5555698332
1263,1.0,486.0,5555698333
1264,1.0,562.0,5555698334
1265,1.0,558.0,5555698338
1266,1.0,456.0,5555698340
1267,1.0,525.0,5555698342
1268,1.0,600.0,5555698343
1269,1.0,450.0,5555698346
1270,1.0,562.0,5555698351
1271,1.0,450.0,5555698354
1272,1.0,600.0,5555698355
1273,1.0,494.0,5555698356
1274,1.0,600.0,5555698358
1275,1.0,562.0,5555698361
1276,1.0,530.0,5555698362
1277,1.0,600.0,5555698363
1278,1.0,575.0,5555698364
1279,1.0,488.0,5555698365
1280,1.0,525.0,5555698372
1281,1.0,562.0,5555698376
1282,1.0,525.0,5555698378
1283,1.0,525.0,5555698394
1284,1.0,498.0,5555698396
1285,1.0,600.0,5555698398
1286,1.0,562.0,5555698399
1287,1.0,600.0,5555698400
1288,1.0,562.0,5555698408
1289,1.0,600.0,5555698413
1290,1.0,562.0,5555698418
1291,1.0,50.0,5555698422
1292,1.0,600.0,5555698424
1293,1.0,579.0,5555698426
1294,1.0,525.0,5555698431
1295,1.0,600.0,5555698432
1296,1.0,488.0,5555698435
1297,1.0,511.0,5555698440
1298,1.0,562.0,5555698441
1299,1.0,393.0,5555698445
1300,1.0,600.0,5555698446
1301,1.0,450.0,5555698454
1302,1.0,149.0,5555698456
1303,1.0,600.0,5555698460
1304,1.0,562.0,5555698464
1305,1.0,562.0,5555698465
1306,1.0,484.0,5555698468
1307,1.0,570.0,5555698470
1308,1.0,525.0,5555698472
1309,1.0,450.0,5555698477
1310,1.0,600.0,5555698481
1311,1.0,600.0,5555698482
1312,1.0,175.0,5555698484
1313,1.0,600.0,5555698488
1314,1.0,488.0,5555698491
1315,1.0,600.0,5555698492
1316,1.0,450.0,5555698496
1317,1.0,525.0,5555698497
1318,1.0,511.0,5555698499
1319,1.0,525.0,5555698502
1320,1.0,598.0,5555698510
1321,1.0,471.0,5555698514
1322,1.0,20.0,5555698517
1323,1.0,189.0,5555698520
1324,1.0,600.0,5555698522
1325,1.0,600.0,5555698525
1326,1.0,439.0,5555698533
1327,1.0,551.0,5555698534
1328,1.0,525.0,5555698541
1329,1.0,600.0,5555698542
1330,1.0,560.0,5555698543
1331,1.0,600.0,5555698548
1332,1.0,600.0,5555698549
1333,1.0,600.0,5555698550
1334,1.0,525.0,5555698552
1335,1.0,450.0,5555698554
1336,1.0,488.0,5555698555
1337,1.0,562.0,5555698556
1338,1.0,345.0,5555698557
1339,1.0,465.0,5555698558
1340,1.0,386.0,5555698560
1341,1.0,525.0,5555698563
1342,1.0,600.0,5555698564
1343,1.0,488.0,5555698569
1344,1.0,600.0,5555698570
1345,1.0,277.0,5555698572
1346,1.0,488.0,5555698574
1347,1.0,484.0,5555698575
1348,1.0,525.0,5555698576
1349,1.0,600.0,5555698580
1350,1.0,562.0,5555698587
1351,1.0,470.0,5555698589
1352,1.0,600.0,5555698591
1353,1.0,600.0,5555698592
1354,1.0,600.0,5555698599
1355,1.0,525.0,5555698600
1356,1.0,562.0,5555698601
1357,1.0,600.0,5555698604
1358,1.0,525.0,5555698605
1359,1.0,488.0,5555698608
1360,1.0,489.0,5555698611
1361,1.0,600.0,5555698615
1362,1.0,420.0,5555698618
1363,1.0,562.0,5555698622
1364,1.0,562.0,5555698625
1365,1.0,600.0,5555698626
1366,1.0,425.0,5555698627
1367,1.0,562.0,5555698631
1368,1.0,600.0,5555698633
1369,1.0,600.0,5555698634
1370,1.0,525.0,5555698635
1371,1.0,560.0,5555698639
1372,1.0,454.0,5555698643
1373,1.0,562.0,5555698644
1374,1.0,525.0,5555698649
1375,1.0,510.0,5555698651
1376,1.0,428.0,5555698653
1377,1.0,488.0,5555698656
1378,1.0,562.0,5555698659
1379,1.0,525.0,5555698664
1380,1.0,488.0,5555698665
1381,1.0,246.0,5555698671
1382,1.0,600.0,5555698673
1383,1.0,600.0,5555698675
1384,1.0,450.0,5555698683
1385,1.0,556.0,5555698684
1386,1.0,488.0,5555698685
1387,1.0,450.0,5555698686
1388,1.0,450.0,5555698687
1389,1.0,488.0,5555698688
1390,1.0,600.0,5555698690
1391,1.0,488.0,5555698693
1392,1.0,600.0,5555698694
1393,1.0,446.0,5555698696
1394,1.0,600.0,5555698698
1395,1.0,450.0,5555698699
1396,1.0,450.0,5555698701
1397,1.0,600.0,5555698704
1398,1.0,562.0,5555698706
1399,1.0,494.0,5555698709
1400,1.0,424.0,5555698714
1401,1.0,433.0,5555698715
1402,1.0,562.0,5555698718
1403,1.0,600.0,5555698719
1404,1.0,453.0,5555698721
1405,1.0,600.0,5555698725
1406,1.0,562.0,5555698726
1407,1.0,525.0,5555698727
1408,1.0,450.0,5555698728
1409,1.0,450.0,5555698729
1410,1.0,488.0,5555698736
1411,1.0,488.0,5555698739
1412,1.0,372.0,5555698744
1413,1.0,446.0,5555698745
1414,1.0,475.0,5555698746
1415,1.0,525.0,5555698747
1416,1.0,450.0,5555698748
1417,1.0,453.0,5555698750
1418,1.0,526.0,5555698751
1419,1.0,525.0,5555698756
1420,1.0,450.0,5555698762
1421,1.0,600.0,5555698774
1422,1.0,525.0,5555698780
1423,1.0,600.0,5555698789
1424,1.0,517.0,5555698791
1425,1.0,498.0,5555698792
1426,1.0,450.0,5555698793
1427,1.0,525.0,5555698794
1428,1.0,450.0,5555698795
1429,1.0,214.0,5555698800
1430,1.0,546.0,5555698801
1431,1.0,452.0,5555698802
1432,1.0,525.0,5555698813
1433,1.0,600.0,5555698815
1434,1.0,600.0,5555698817
1435,1.0,562.0,5555698818
1436,1.0,488.0,5555698824
1437,1.0,600.0,5555698831
1438,1.0,525.0,5555698833
1439,1.0,562.0,5555698837
1440,1.0,455.0,5555698839
1441,1.0,593.0,5555698842
1442,1.0,449.0,5555698847
1443,1.0,600.0,5555698849
1444,1.0,525.0,5555698852
1445,1.0,600.0,5555698853
1446,1.0,600.0,5555698855
1447,1.0,600.0,5555698856
1448,1.0,600.0,5555698858
1449,1.0,562.0,5555698859
1450,1.0,488.0,5555698860
1451,1.0,525.0,5555698863
1452,1.0,453.0,5555698864
1453,1.0,562.0,5555698865
1454,1.0,504.0,5555698867
1455,1.0,600.0,5555698873
1456,1.0,600.0,5555698878
1457,1.0,600.0,5555698885
1458,1.0,352.0,5555698886
1459,1.0,600.0,5555698887
1460,1.0,488.0,5555698888
1461,1.0,562.0,5555698896
1462,1.0,562.0,5555698897
1463,1.0,600.0,5555698899
1464,1.0,450.0,5555698915
1465,1.0,553.0,5555698917
1466,1.0,600.0,5555698920
1467,1.0,525.0,5555698921
1468,1.0,489.0,5555698923
1469,1.0,488.0,5555698928
1470,1.0,562.0,5555698930
1471,1.0,488.0,5555698935
1472,1.0,450.0,5555698936
1473,1.0,526.0,5555698937
1474,1.0,488.0,5555698939
1475,1.0,488.0,5555698941
1476,1.0,600.0,5555698943
1477,1.0,316.0,5555698945
1478,1.0,562.0,5555698946
1479,1.0,488.0,5555698948
1480,1.0,597.0,5555698954
1481,1.0,562.0,5555698956
1482,1.0,600.0,5555698959
1483,1.0,562.0,5555698960
1484,1.0,450.0,5555698961
1485,1.0,488.0,5555698966
1486,1.0,600.0,5555698967
1487,1.0,600.0,5555698969
1488,1.0,429.0,5555698970
1489,1.0,600.0,5555698972
1490,1.0,570.0,5555698973
1491,1.0,525.0,5555698975
1492,1.0,600.0,5555698978
1493,1.0,473.0,5555698979
1494,1.0,488.0,5555698981
1495,1.0,600.0,5555698984
1496,1.0,562.0,5555698988
1497,1.0,574.0,5555698990
1498,1.0,562.0,5555698994
1499,1.0,450.0,5555698997
1500,1.0,488.0,5555698998
1501,1.0,480.0,5555699006
1502,1.0,562.0,5555699007
1503,1.0,439.0,5555699008
1504,1.0,600.0,5555699014
1505,1.0,488.0,5555699018
1506,1.0,450.0,5555699022
1507,1.0,600.0,5555699023
1508,1.0,600.0,5555699026
1509,1.0,488.0,5555699027
1510,1.0,600.0,5555699032
1511,1.0,600.0,5555699033
1512,1.0,525.0,5555699035
1513,1.0,560.0,5555699036
1514,1.0,600.0,5555699037
1515,1.0,562.0,5555699042
1516,1.0,525.0,5555699043
1517,1.0,600.0,5555699044
1518,1.0,562.0,5555699046
1519,1.0,600.0,5555699049
1520,1.0,562.0,5555699063
1521,1.0,450.0,5555699066
1522,1.0,450.0,5555699069
1523,1.0,525.0,5555699072
1524,1.0,600.0,5555699077
1525,1.0,600.0,5555699080
1526,1.0,600.0,5555699093
1527,1.0,600.0,5555699096
1528,1.0,517.0,5555699100
1529,1.0,488.0,5555699101
1530,1.0,600.0,5555699102
1531,1.0,525.0,5555699103
1532,1.0,600.0,5555699104
1533,1.0,468.0,5555699107
1534,1.0,428.0,5555699108
1535,1.0,488.0,5555699109
1536,1.0,437.0,5555699114
1537,1.0,426.0,5555699115
1538,1.0,600.0,5555699117
1539,1.0,450.0,5555699122
1540,1.0,600.0,5555699129
1541,1.0,600.0,5555699138
1542,1.0,600.0,5555699142
1543,1.0,450.0,5555699144
1544,1.0,525.0,5555699147
1545,1.0,600.0,5555699148
1546,1.0,488.0,5555699150
1547,1.0,488.0,5555699151
1548,1.0,524.0,5555699153
1549,1.0,507.0,5555699154
1550,1.0,461.0,5555699164
1551,1.0,562.0,5555699168
1552,1.0,439.0,5555699169
1553,1.0,543.0,5555699171
1554,1.0,600.0,5555699173
1555,1.0,488.0,5555699174
1556,1.0,525.0,5555699175
1557,1.0,73.0,5555699179
1558,1.0,488.0,5555699180
1559,1.0,90.0,5555699181
1560,1.0,450.0,5555699183
1561,1.0,562.0,5555699190
1562,1.0,64.0,5555699191
1563,1.0,506.0,5555699193
1564,1.0,562.0,5555699197
1565,1.0,520.0,5555699204
1566,1.0,513.0,5555699210
1567,1.0,600.0,5555699219
1568,1.0,451.0,5555699226
1569,1.0,600.0,5555699230
1570,1.0,450.0,5555699231
1571,1.0,569.0,5555699236
1572,1.0,579.0,5555699240
1573,1.0,488.0,5555699241
1574,1.0,450.0,5555699242
1575,1.0,450.0,5555699243
1576,1.0,562.0,5555699244
1577,1.0,436.0,5555699246
1578,1.0,458.0,5555699248
1579,1.0,450.0,5555699249
1580,1.0,600.0,5555699251
1581,1.0,519.0,5555699253
1582,1.0,525.0,5555699259
1583,1.0,450.0,5555699260
1584,1.0,600.0,5555699263
1585,1.0,600.0,5555699264
1586,1.0,525.0,5555699266
1587,1.0,562.0,5555699270
1588,1.0,552.0,5555699271
1589,1.0,578.0,5555699274
1590,1.0,600.0,5555699275
1591,1.0,562.0,5555699276
1592,1.0,562.0,5555699277
1593,1.0,488.0,5555699278
1594,1.0,421.0,5555699280
1595,1.0,523.0,5555699284
1596,1.0,450.0,5555699285
1597,1.0,525.0,5555699288
1598,1.0,562.0,5555699289
1599,1.0,569.0,5555699290
1600,1.0,533.0,5555699292
1601,1.0,562.0,5555699294
1602,1.0,488.0,5555699298
1603,1.0,488.0,5555699299
1604,1.0,600.0,5555699303
1605,1.0,525.0,5555699305
1606,1.0,470.0,5555699307
1607,1.0,562.0,5555699309
1608,1.0,525.0,5555699311
1609,1.0,498.0,5555699314
1610,1.0,464.0,5555699315
1611,1.0,525.0,5555699320
1612,1.0,600.0,5555699324
1613,1.0,208.0,5555699326
1614,1.0,488.0,5555699334
1615,1.0,441.0,5555699336
1616,1.0,394.0,5555699337
1617,1.0,562.0,5555699339
1618,1.0,450.0,5555699346
1619,1.0,450.0,5555699347
1620,1.0,451.0,5555699348
1621,1.0,600.0,5555699349
1622,1.0,469.0,5555699352
1623,1.0,488.0,5555699354
1624,1.0,562.0,5555699356
1625,1.0,525.0,5555699359
1626,1.0,125.0,5555699361
1627,1.0,450.0,5555699363
1628,1.0,477.0,5555699365
1629,1.0,537.0,5555699367
1630,1.0,600.0,5555699369
1631,1.0,488.0,5555699371
1632,1.0,525.0,5555699372
1633,1.0,562.0,5555699373
1634,1.0,488.0,5555699374
1635,1.0,450.0,5555699377
1636,1.0,600.0,5555699383
1637,1.0,562.0,5555699384
1638,1.0,525.0,5555699387
1639,1.0,488.0,5555699394
1640,1.0,400.0,5555699396
1641,1.0,450.0,5555699399
1642,1.0,533.0,5555699400
1643,1.0,600.0,5555699401
1644,1.0,488.0,5555699406
1645,1.0,585.0,5555699410
1646,1.0,488.0,5555699411
1647,1.0,488.0,5555699414
1648,1.0,525.0,5555699415
1649,1.0,450.0,5555699418
1650,1.0,416.0,5555699424
1651,1.0,600.0,5555699429
1652,1.0,488.0,5555699434
1653,1.0,525.0,5555699435
1654,1.0,450.0,5555699436
1655,1.0,562.0,5555699437
1656,1.0,450.0,5555699438
1657,1.0,424.0,5555699439
1658,1.0,600.0,5555699443
1659,1.0,600.0,5555699445
1660,1.0,450.0,5555699446
1661,1.0,600.0,5555699447
1662,1.0,541.0,5555699450
1663,1.0,488.0,5555699451
1664,1.0,450.0,5555699453
1665,1.0,447.0,5555699457
1666,1.0,562.0,5555699460
1667,1.0,450.0,5555699464
1668,1.0,600.0,5555699467
1669,1.0,450.0,5555699468
1670,1.0,600.0,5555699475
1671,1.0,449.0,5555699481
1672,1.0,450.0,5555699493
1673,1.0,600.0,5555699498
1674,1.0,434.0,5555699500
1675,1.0,525.0,5555699501
1676,1.0,552.0,5555699505
1677,1.0,600.0,5555699507
1678,1.0,436.0,5555699511
1679,1.0,511.0,5555699513
1680,1.0,458.0,5555699529
1681,1.0,600.0,5555699532
1682,1.0,525.0,5555699533
1683,1.0,488.0,5555699535
1684,1.0,600.0,5555699538
1685,1.0,562.0,5555699539
1686,1.0,562.0,5555699540
1687,1.0,450.0,5555699548
1688,1.0,600.0,5555699550
1689,1.0,450.0,5555699551
1690,1.0,600.0,5555699554
1691,1.0,525.0,5555699555
1692,1.0,562.0,5555699557
1693,1.0,525.0,5555699560
1694,1.0,600.0,5555699561
1695,1.0,488.0,5555699562
1696,1.0,600.0,5555699563
1697,1.0,488.0,5555699568
1698,1.0,600.0,5555699569
1699,1.0,525.0,5555699570
1700,1.0,600.0,5555699572
1701,1.0,555.0,5555699573
1702,1.0,488.0,5555699574
1703,1.0,450.0,5555699575
1704,1.0,488.0,5555699578
1705,1.0,600.0,5555699581
1706,1.0,525.0,5555699591
1707,1.0,562.0,5555699596
1708,1.0,600.0,5555699597
1709,1.0,600.0,5555699599
1710,1.0,594.0,5555699602
1711,1.0,562.0,5555699603
1712,1.0,600.0,5555699604
1713,1.0,488.0,5555699606
1714,1.0,600.0,5555699619
1715,1.0,600.0,5555699620
1716,1.0,450.0,5555699621
1717,1.0,562.0,5555699623
1718,1.0,488.0,5555699624
1719,1.0,562.0,5555699625
1720,1.0,600.0,5555699627
1721,1.0,600.0,5555699630
1722,1.0,600.0,5555699631
1723,1.0,450.0,5555699632
1724,1.0,600.0,5555699636
1725,1.0,562.0,5555699637
1726,1.0,555.0,5555699638
1727,1.0,469.0,5555699639
1728,1.0,600.0,5555699640
1729,1.0,600.0,5555699642
1730,1.0,600.0,5555699646
1731,1.0,562.0,5555699649
1732,1.0,518.0,5555699650
1733,1.0,562.0,5555699651
1734,1.0,574.0,5555699655
1735,1.0,525.0,5555699657
1736,1.0,450.0,5555699659
1737,1.0,562.0,5555699660
1738,1.0,562.0,5555699662
1739,1.0,488.0,5555699665
1740,1.0,549.0,5555699666
1741,1.0,488.0,5555699670
1742,1.0,488.0,5555699673
1743,1.0,488.0,5555699680
1744,1.0,444.0,5555699681
1745,1.0,562.0,5555699685
1746,1.0,450.0,5555699686
1747,1.0,471.0,5555699690
1748,1.0,450.0,5555699693
1749,1.0,492.0,5555699696
1750,1.0,600.0,5555699697
1751,1.0,600.0,5555699698
1752,1.0,600.0,5555699701
1753,1.0,456.0,5555699702
1754,1.0,600.0,5555699707
1755,1.0,419.0,5555699709
1756,1.0,450.0,5555699710
1757,1.0,600.0,5555699711
1758,1.0,123.0,5555699718
1759,1.0,525.0,5555699719
1760,1.0,562.0,5555699720
1761,1.0,562.0,5555699721
1762,1.0,488.0,5555699722
1763,1.0,540.0,5555699723
1764,1.0,562.0,5555699728
1765,1.0,488.0,5555699729
1766,1.0,600.0,5555699732
1767,1.0,525.0,5555699735
1768,1.0,428.0,5555699737
1769,1.0,451.0,5555699743
1770,1.0,525.0,5555699744
1771,1.0,494.0,5555699745
1772,1.0,600.0,5555699747
1773,1.0,525.0,5555699748
1774,1.0,450.0,5555699751
1775,1.0,600.0,5555699754
1776,1.0,474.0,5555699758
1777,1.0,488.0,5555699760
1778,1.0,525.0,5555699764
1779,1.0,450.0,5555699770
1780,1.0,488.0,5555699773
1781,1.0,562.0,5555699776
1782,1.0,450.0,5555699779
1783,1.0,600.0,5555699780
1784,1.0,450.0,5555699783
1785,1.0,525.0,5555699784
1786,1.0,428.0,5555699786
1787,1.0,450.0,5555699794
1788,1.0,600.0,5555699795
1789,1.0,430.0,5555699796
1790,1.0,436.0,5555699801
1791,1.0,525.0,5555699805
1792,1.0,525.0,5555699807
1793,1.0,531.0,5555699808
1794,1.0,600.0,5555699812
1795,1.0,546.0,5555699813
1796,1.0,525.0,5555699814
1797,1.0,488.0,5555699816
1798,1.0,562.0,5555699822
1799,1.0,562.0,5555699830
1800,1.0,523.0,5555699831
1801,1.0,488.0,5555699832
1802,1.0,193.0,5555699836
1803,1.0,600.0,5555699837
1804,1.0,487.0,5555699839
1805,1.0,525.0,5555699840
1806,1.0,600.0,5555699844
1807,1.0,488.0,5555699849
1808,1.0,598.0,5555699851
