,campaign,session_id
3641,,5555698395
3642,1.0,5555698396
3643,1.0,5555698397
3644,1.0,5555698398
3645,1.0,5555698399
3646,1.0,5555698400
3647,,5555698401
3648,1.0,5555698402
3649,1.0,5555698403
3650,1.0,5555698404
3651,1.0,5555698405
3652,,5555698406
3653,,5555698407
3654,1.0,5555698408
3655,,5555698409
3656,1.0,5555698410
3657,,5555698411
3658,,5555698412
3659,1.0,5555698413
3660,,5555698414
3661,,5555698415
3662,1.0,5555698416
3663,1.0,5555698417
3664,1.0,5555698418
3665,,5555698419
3666,,5555698420
3667,1.0,5555698421
3668,1.0,5555698422
3669,,5555698423
3670,1.0,5555698424
3671,,5555698425
3672,1.0,5555698426
3673,,5555698427
3674,1.0,5555698428
3675,1.0,5555698429
3676,1.0,5555698430
3677,1.0,5555698431
3678,1.0,5555698432
3679,1.0,5555698433
3680,,5555698434
3681,1.0,5555698435
3682,1.0,5555698436
3683,,5555698437
3684,1.0,5555698438
3685,1.0,5555698439
3686,1.0,5555698440
3687,1.0,5555698441
3688,,5555698442
3689,,5555698443
3690,,5555698444
3691,1.0,5555698445
3692,1.0,5555698446
3693,1.0,5555698447
3694,,5555698448
3695,1.0,5555698449
3696,,5555698450
3697,1.0,5555698451
3698,1.0,5555698452
3699,,5555698453
3700,1.0,5555698454
3701,,5555698455
3702,1.0,5555698456
3703,1.0,5555698457
3704,,5555698458
3705,1.0,5555698459
3706,1.0,5555698460
3707,1.0,5555698461
3708,,5555698462
3709,,5555698463
3710,1.0,5555698464
3711,1.0,5555698465
3712,,5555698466
3713,1.0,5555698467
3714,,5555698468
3715,,5555698469
3716,1.0,5555698470
3717,1.0,5555698471
3718,1.0,5555698472
3719,1.0,5555698473
3720,,5555698474
3721,1.0,5555698475
3722,,5555698476
3723,1.0,5555698477
3724,1.0,5555698478
3725,,5555698479
3726,,5555698480
3727,1.0,5555698481
3728,1.0,5555698482
3729,1.0,5555698483
3730,1.0,5555698484
3731,,5555698485
3732,1.0,5555698486
3733,,5555698487
3734,1.0,5555698488
3735,,5555698489
3736,1.0,5555698490
3737,1.0,5555698491
3738,1.0,5555698492
3739,1.0,5555698493
3740,,5555698494
3741,1.0,5555698495
3742,1.0,5555698496
3743,1.0,5555698497
3744,,5555698498
3745,1.0,5555698499
3746,,5555698500
3747,,5555698501
3748,1.0,5555698502
3749,,5555698503
3750,1.0,5555698504
3751,,5555698505
3752,,5555698506
3753,1.0,5555698507
3754,1.0,5555698508
3755,1.0,5555698509
3756,1.0,5555698510
3757,1.0,5555698511
3758,,5555698512
3759,1.0,5555698513
3760,1.0,5555698514
3761,1.0,5555698515
3762,1.0,5555698516
3763,1.0,5555698517
3764,1.0,5555698518
3765,1.0,5555698519
3766,1.0,5555698520
3767,,5555698521
3768,1.0,5555698522
3769,,5555698523
3770,1.0,5555698524
3771,1.0,5555698525
3772,,5555698526
3773,,5555698527
3774,1.0,5555698528
3775,,5555698529
3776,,5555698530
3777,1.0,5555698531
3778,,5555698532
3779,,5555698533
3780,,5555698534
3781,1.0,5555698535
3782,,5555698536
3783,1.0,5555698537
3784,,5555698538
3785,,5555698539
3786,1.0,5555698540
3787,1.0,5555698541
3788,1.0,5555698542
3789,1.0,5555698543
3790,1.0,5555698544
3791,1.0,5555698545
3792,1.0,5555698546
3793,,5555698547
3794,1.0,5555698548
3795,1.0,5555698549
3796,1.0,5555698550
3797,,5555698551
3798,1.0,5555698552
3799,,5555698553
3800,1.0,5555698554
3801,1.0,5555698555
3802,1.0,5555698556
3803,1.0,5555698557
3804,1.0,5555698558
3805,1.0,5555698559
3806,1.0,5555698560
3807,,5555698561
3808,,5555698562
3809,1.0,5555698563
3810,1.0,5555698564
3811,1.0,5555698565
3812,1.0,5555698566
3813,,5555698567
3814,1.0,5555698568
3815,1.0,5555698569
3816,1.0,5555698570
3817,,5555698571
3818,1.0,5555698572
3819,,5555698573
3820,1.0,5555698574
3821,1.0,5555698575
3822,1.0,5555698576
3823,1.0,5555698577
3824,,5555698578
3825,1.0,5555698579
3826,1.0,5555698580
3827,,5555698581
3828,,5555698582
3829,,5555698583
3830,1.0,5555698584
3831,,5555698585
3832,,5555698586
3833,1.0,5555698587
3834,1.0,5555698588
3835,1.0,5555698589
3836,,5555698590
3837,1.0,5555698591
3838,1.0,5555698592
3839,,5555698593
3840,1.0,5555698594
3841,,5555698595
3842,1.0,5555698596
3843,,5555698597
3844,1.0,5555698598
3845,1.0,5555698599
3846,1.0,5555698600
3847,1.0,5555698601
3848,1.0,5555698602
3849,1.0,5555698603
3850,1.0,5555698604
3851,1.0,5555698605
3852,1.0,5555698606
3853,1.0,5555698607
3854,1.0,5555698608
3855,1.0,5555698609
3856,1.0,5555698610
3857,1.0,5555698611
3858,1.0,5555698612
3859,1.0,5555698613
3860,1.0,5555698614
3861,1.0,5555698615
3862,1.0,5555698616
3863,,5555698617
3864,,5555698618
3865,1.0,5555698619
3866,1.0,5555698620
3867,,5555698621
3868,1.0,5555698622
3869,,5555698623
3870,1.0,5555698624
3871,1.0,5555698625
3872,1.0,5555698626
3873,1.0,5555698627
3874,1.0,5555698628
3875,,5555698629
3876,1.0,5555698630
3877,1.0,5555698631
3878,,5555698632
3879,1.0,5555698633
3880,1.0,5555698634
3881,1.0,5555698635
3882,,5555698636
3883,1.0,5555698637
3884,,5555698638
3885,1.0,5555698639
3886,1.0,5555698640
3887,,5555698641
3888,,5555698642
3889,1.0,5555698643
3890,1.0,5555698644
3891,,5555698645
3892,,5555698646
3893,,5555698647
3894,,5555698648
3895,1.0,5555698649
3896,1.0,5555698650
3897,1.0,5555698651
3898,,5555698652
3899,,5555698653
3900,1.0,5555698654
3901,,5555698655
3902,1.0,5555698656
3903,,5555698657
3904,,5555698658
3905,1.0,5555698659
3906,1.0,5555698660
3907,1.0,5555698661
3908,,5555698662
3909,,5555698663
3910,1.0,5555698664
3911,1.0,5555698665
3912,,5555698666
3913,,5555698667
3914,1.0,5555698668
3915,,5555698669
3916,1.0,5555698670
3917,1.0,5555698671
3918,1.0,5555698672
3919,1.0,5555698673
3920,1.0,5555698674
3921,1.0,5555698675
3922,1.0,5555698676
3923,,5555698677
3924,1.0,5555698678
3925,1.0,5555698679
3926,,5555698680
3927,,5555698681
3928,,5555698682
3929,1.0,5555698683
3930,1.0,5555698684
3931,1.0,5555698685
3932,1.0,5555698686
3933,1.0,5555698687
3934,1.0,5555698688
3935,,5555698689
3936,1.0,5555698690
3937,,5555698691
3938,,5555698692
3939,1.0,5555698693
3940,1.0,5555698694
3941,1.0,5555698695
3942,1.0,5555698696
3943,1.0,5555698697
3944,1.0,5555698698
3945,1.0,5555698699
3946,1.0,5555698700
3947,1.0,5555698701
3948,,5555698702
3949,,5555698703
3950,1.0,5555698704
3951,1.0,5555698705
3952,1.0,5555698706
3953,1.0,5555698707
3954,,5555698708
3955,,5555698709
3956,1.0,5555698710
3957,,5555698711
3958,1.0,5555698712
3959,,5555698713
3960,1.0,5555698714
3961,1.0,5555698715
3962,,5555698716
3963,1.0,5555698717
3964,1.0,5555698718
3965,1.0,5555698719
3966,,5555698720
3967,1.0,5555698721
3968,,5555698722
3969,1.0,5555698723
3970,,5555698724
3971,1.0,5555698725
3972,1.0,5555698726
3973,1.0,5555698727
3974,1.0,5555698728
3975,1.0,5555698729
3976,,5555698730
3977,,5555698731
3978,1.0,5555698732
3979,,5555698733
3980,,5555698734
3981,,5555698735
3982,1.0,5555698736
3983,1.0,5555698737
3984,,5555698738
3985,1.0,5555698739
3986,1.0,5555698740
3987,1.0,5555698741
3988,,5555698742
3989,1.0,5555698743
3990,1.0,5555698744
3991,1.0,5555698745
3992,1.0,5555698746
3993,1.0,5555698747
3994,1.0,5555698748
3995,1.0,5555698749
3996,1.0,5555698750
3997,1.0,5555698751
3998,1.0,5555698752
3999,1.0,5555698753
4000,,5555698754
4001,1.0,5555698755
4002,1.0,5555698756
4003,1.0,5555698757
4004,1.0,5555698758
4005,1.0,5555698759
4006,1.0,5555698760
4007,1.0,5555698761
4008,1.0,5555698762
4009,,5555698763
4010,1.0,5555698764
4011,,5555698765
4012,,5555698766
4013,1.0,5555698767
4014,,5555698768
4015,1.0,5555698769
4016,,5555698770
4017,1.0,5555698771
4018,,5555698772
4019,1.0,5555698773
4020,1.0,5555698774
4021,1.0,5555698775
4022,1.0,5555698776
4023,,5555698777
4024,1.0,5555698778
4025,,5555698779
4026,1.0,5555698780
4027,1.0,5555698781
4028,1.0,5555698782
4029,,5555698783
4030,1.0,5555698784
4031,1.0,5555698785
4032,1.0,5555698786
4033,1.0,5555698787
4034,1.0,5555698788
4035,1.0,5555698789
4036,,5555698790
4037,1.0,5555698791
4038,1.0,5555698792
4039,1.0,5555698793
4040,1.0,5555698794
4041,1.0,5555698795
4042,1.0,5555698796
4043,,5555698797
4044,1.0,5555698798
4045,,5555698799
4046,1.0,5555698800
4047,1.0,5555698801
4048,1.0,5555698802
4049,1.0,5555698803
4050,1.0,5555698804
4051,,5555698805
4052,1.0,5555698806
4053,1.0,5555698807
4054,1.0,5555698808
4055,1.0,5555698809
4056,1.0,5555698810
4057,,5555698811
4058,1.0,5555698812
4059,1.0,5555698813
4060,1.0,5555698814
4061,1.0,5555698815
4062,,5555698816
4063,1.0,5555698817
4064,1.0,5555698818
4065,,5555698819
4066,1.0,5555698820
4067,1.0,5555698821
4068,,5555698822
4069,,5555698823
4070,1.0,5555698824
4071,,5555698825
4072,,5555698826
4073,,5555698827
4074,,5555698828
4075,,5555698829
4076,,5555698830
4077,1.0,5555698831
4078,1.0,5555698832
4079,1.0,5555698833
4080,,5555698834
4081,1.0,5555698835
4082,1.0,5555698836
4083,1.0,5555698837
4084,1.0,5555698838
4085,1.0,5555698839
4086,1.0,5555698840
4087,1.0,5555698841
4088,1.0,5555698842
4089,1.0,5555698843
4090,1.0,5555698844
4091,1.0,5555698845
4092,1.0,5555698846
4093,1.0,5555698847
4094,,5555698848
4095,1.0,5555698849
4096,1.0,5555698850
4097,,5555698851
4098,1.0,5555698852
4099,1.0,5555698853
4100,1.0,5555698854
4101,1.0,5555698855
4102,1.0,5555698856
4103,,5555698857
4104,1.0,5555698858
4105,1.0,5555698859
4106,1.0,5555698860
4107,,5555698861
4108,,5555698862
4109,1.0,5555698863
4110,1.0,5555698864
4111,1.0,5555698865
4112,,5555698866
4113,1.0,5555698867
4114,1.0,5555698868
4115,,5555698869
4116,,5555698870
4117,1.0,5555698871
4118,1.0,5555698872
4119,1.0,5555698873
4120,,5555698874
4121,,5555698875
4122,1.0,5555698876
4123,1.0,5555698877
4124,1.0,5555698878
4125,,5555698879
4126,1.0,5555698880
4127,1.0,5555698881
4128,1.0,5555698882
4129,,5555698883
4130,,5555698884
4131,1.0,5555698885
4132,1.0,5555698886
4133,1.0,5555698887
4134,1.0,5555698888
4135,1.0,5555698889
4136,,5555698890
4137,,5555698891
4138,1.0,5555698892
4139,1.0,5555698893
4140,1.0,5555698894
4141,,5555698895
4142,1.0,5555698896
4143,1.0,5555698897
4144,,5555698898
4145,1.0,5555698899
4146,1.0,5555698900
4147,,5555698901
4148,,5555698902
4149,1.0,5555698903
4150,,5555698904
4151,1.0,5555698905
4152,1.0,5555698906
4153,1.0,5555698907
4154,,5555698908
4155,1.0,5555698909
4156,1.0,5555698910
4157,1.0,5555698911
4158,1.0,5555698912
4159,1.0,5555698913
4160,,5555698914
4161,1.0,5555698915
4162,,5555698916
4163,1.0,5555698917
4164,,5555698918
4165,1.0,5555698919
4166,1.0,5555698920
4167,1.0,5555698921
4168,,5555698922
4169,1.0,5555698923
4170,,5555698924
4171,1.0,5555698925
4172,1.0,5555698926
4173,,5555698927
4174,1.0,5555698928
4175,,5555698929
4176,1.0,5555698930
4177,,5555698931
4178,,5555698932
4179,1.0,5555698933
4180,,5555698934
4181,1.0,5555698935
4182,1.0,5555698936
4183,1.0,5555698937
4184,,5555698938
4185,1.0,5555698939
4186,,5555698940
4187,1.0,5555698941
4188,,5555698942
4189,1.0,5555698943
4190,1.0,5555698944
4191,1.0,5555698945
4192,1.0,5555698946
4193,,5555698947
4194,1.0,5555698948
4195,,5555698949
4196,,5555698950
4197,,5555698951
4198,,5555698952
4199,1.0,5555698953
4200,,5555698954
4201,1.0,5555698955
4202,1.0,5555698956
4203,,5555698957
4204,1.0,5555698958
4205,1.0,5555698959
4206,1.0,5555698960
4207,1.0,5555698961
4208,,5555698962
4209,,5555698963
4210,,5555698964
4211,1.0,5555698965
4212,1.0,5555698966
4213,1.0,5555698967
4214,,5555698968
4215,1.0,5555698969
4216,1.0,5555698970
4217,,5555698971
4218,1.0,5555698972
4219,1.0,5555698973
4220,,5555698974
4221,1.0,5555698975
4222,,5555698976
4223,,5555698977
4224,1.0,5555698978
4225,,5555698979
4226,,5555698980
4227,1.0,5555698981
4228,,5555698982
4229,,5555698983
4230,1.0,5555698984
4231,1.0,5555698985
4232,,5555698986
4233,,5555698987
4234,1.0,5555698988
4235,1.0,5555698989
4236,1.0,5555698990
4237,,5555698991
4238,1.0,5555698992
4239,1.0,5555698993
4240,1.0,5555698994
4241,1.0,5555698995
4242,1.0,5555698996
4243,1.0,5555698997
4244,1.0,5555698998
4245,1.0,5555698999
4246,1.0,5555699000
4247,1.0,5555699001
4248,,5555699002
4249,1.0,5555699003
4250,,5555699004
4251,1.0,5555699005
4252,1.0,5555699006
4253,1.0,5555699007
4254,,5555699008
4255,,5555699009
4256,,5555699010
4257,1.0,5555699011
4258,,5555699012
4259,,5555699013
4260,1.0,5555699014
4261,1.0,5555699015
4262,,5555699016
4263,,5555699017
4264,1.0,5555699018
4265,1.0,5555699019
4266,1.0,5555699020
4267,1.0,5555699021
4268,1.0,5555699022
4269,1.0,5555699023
4270,,5555699024
4271,,5555699025
4272,1.0,5555699026
4273,1.0,5555699027
4274,1.0,5555699028
4275,1.0,5555699029
4276,,5555699030
4277,,5555699031
4278,1.0,5555699032
4279,1.0,5555699033
4280,1.0,5555699034
4281,1.0,5555699035
4282,1.0,5555699036
4283,1.0,5555699037
4284,,5555699038
4285,,5555699039
4286,1.0,5555699040
4287,1.0,5555699041
4288,1.0,5555699042
4289,1.0,5555699043
4290,1.0,5555699044
4291,,5555699045
4292,1.0,5555699046
4293,1.0,5555699047
4294,1.0,5555699048
4295,1.0,5555699049
4296,1.0,5555699050
4297,,5555699051
4298,1.0,5555699052
4299,,5555699053
4300,,5555699054
4301,1.0,5555699055
4302,1.0,5555699056
4303,1.0,5555699057
4304,1.0,5555699058
4305,,5555699059
4306,1.0,5555699060
4307,,5555699061
4308,,5555699062
4309,1.0,5555699063
4310,,5555699064
4311,,5555699065
4312,1.0,5555699066
4313,1.0,5555699067
4314,,5555699068
4315,1.0,5555699069
4316,1.0,5555699070
4317,,5555699071
4318,1.0,5555699072
4319,1.0,5555699073
4320,,5555699074
4321,,5555699075
4322,,5555699076
4323,1.0,5555699077
4324,,5555699078
4325,1.0,5555699079
4326,1.0,5555699080
4327,,5555699081
4328,,5555699082
4329,1.0,5555699083
4330,1.0,5555699084
4331,1.0,5555699085
4332,,5555699086
4333,1.0,5555699087
4334,1.0,5555699088
4335,,5555699089
4336,1.0,5555699090
4337,1.0,5555699091
4338,1.0,5555699092
4339,1.0,5555699093
4340,1.0,5555699094
4341,,5555699095
4342,1.0,5555699096
4343,,5555699097
4344,,5555699098
4345,,5555699099
4346,1.0,5555699100
4347,1.0,5555699101
4348,1.0,5555699102
4349,1.0,5555699103
4350,1.0,5555699104
4351,,5555699105
4352,1.0,5555699106
4353,,5555699107
4354,1.0,5555699108
4355,1.0,5555699109
4356,,5555699110
4357,1.0,5555699111
4358,,5555699112
4359,1.0,5555699113
4360,1.0,5555699114
4361,,5555699115
4362,,5555699116
4363,1.0,5555699117
4364,,5555699118
4365,,5555699119
4366,1.0,5555699120
4367,1.0,5555699121
4368,1.0,5555699122
4369,,5555699123
4370,1.0,5555699124
4371,,5555699125
4372,,5555699126
4373,,5555699127
4374,,5555699128
4375,1.0,5555699129
4376,1.0,5555699130
4377,,5555699131
4378,,5555699132
4379,1.0,5555699133
4380,1.0,5555699134
4381,1.0,5555699135
4382,,5555699136
4383,1.0,5555699137
4384,1.0,5555699138
4385,,5555699139
4386,1.0,5555699140
4387,,5555699141
4388,1.0,5555699142
4389,,5555699143
4390,1.0,5555699144
4391,,5555699145
4392,,5555699146
4393,1.0,5555699147
4394,1.0,5555699148
4395,,5555699149
4396,1.0,5555699150
4397,1.0,5555699151
4398,1.0,5555699152
4399,1.0,5555699153
4400,1.0,5555699154
4401,1.0,5555699155
4402,,5555699156
4403,,5555699157
4404,1.0,5555699158
4405,,5555699159
4406,1.0,5555699160
4407,1.0,5555699161
4408,,5555699162
4409,,5555699163
4410,1.0,5555699164
4411,1.0,5555699165
4412,1.0,5555699166
4413,1.0,5555699167
4414,1.0,5555699168
4415,1.0,5555699169
4416,1.0,5555699170
4417,1.0,5555699171
4418,1.0,5555699172
4419,1.0,5555699173
4420,1.0,5555699174
4421,1.0,5555699175
4422,1.0,5555699176
4423,1.0,5555699177
4424,,5555699178
4425,1.0,5555699179
4426,1.0,5555699180
4427,1.0,5555699181
4428,,5555699182
4429,1.0,5555699183
4430,1.0,5555699184
4431,1.0,5555699185
4432,,5555699186
4433,1.0,5555699187
4434,1.0,5555699188
4435,,5555699189
4436,1.0,5555699190
4437,1.0,5555699191
4438,1.0,5555699192
4439,1.0,5555699193
4440,,5555699194
4441,,5555699195
4442,,5555699196
4443,1.0,5555699197
4444,1.0,5555699198
4445,,5555699199
4446,1.0,5555699200
4447,1.0,5555699201
4448,,5555699202
4449,,5555699203
4450,1.0,5555699204
4451,1.0,5555699205
4452,1.0,5555699206
4453,,5555699207
4454,,5555699208
4455,1.0,5555699209
4456,1.0,5555699210
4457,1.0,5555699211
4458,1.0,5555699212
4459,1.0,5555699213
4460,1.0,5555699214
4461,,5555699215
4462,,5555699216
4463,1.0,5555699217
4464,1.0,5555699218
4465,1.0,5555699219
4466,1.0,5555699220
4467,1.0,5555699221
4468,1.0,5555699222
4469,,5555699223
4470,,5555699224
4471,1.0,5555699225
4472,1.0,5555699226
4473,1.0,5555699227
4474,1.0,5555699228
4475,1.0,5555699229
4476,1.0,5555699230
4477,1.0,5555699231
4478,,5555699232
4479,1.0,5555699233
4480,,5555699234
4481,1.0,5555699235
4482,1.0,5555699236
4483,1.0,5555699237
4484,1.0,5555699238
4485,1.0,5555699239
4486,1.0,5555699240
4487,1.0,5555699241
4488,1.0,5555699242
4489,1.0,5555699243
4490,1.0,5555699244
4491,,5555699245
4492,1.0,5555699246
4493,1.0,5555699247
4494,1.0,5555699248
4495,1.0,5555699249
4496,1.0,5555699250
4497,1.0,5555699251
4498,1.0,5555699252
4499,1.0,5555699253
4500,,5555699254
4501,,5555699255
4502,1.0,5555699256
4503,1.0,5555699257
4504,,5555699258
4505,1.0,5555699259
4506,1.0,5555699260
4507,,5555699261
4508,,5555699262
4509,1.0,5555699263
4510,1.0,5555699264
4511,1.0,5555699265
4512,1.0,5555699266
4513,,5555699267
4514,1.0,5555699268
4515,1.0,5555699269
4516,1.0,5555699270
4517,1.0,5555699271
4518,1.0,5555699272
4519,,5555699273
4520,1.0,5555699274
4521,1.0,5555699275
4522,1.0,5555699276
4523,1.0,5555699277
4524,1.0,5555699278
4525,,5555699279
4526,1.0,5555699280
4527,1.0,5555699281
4528,1.0,5555699282
4529,1.0,5555699283
4530,,5555699284
4531,1.0,5555699285
4532,1.0,5555699286
4533,,5555699287
4534,1.0,5555699288
4535,1.0,5555699289
4536,1.0,5555699290
4537,,5555699291
4538,1.0,5555699292
4539,1.0,5555699293
4540,1.0,5555699294
4541,1.0,5555699295
4542,,5555699296
4543,1.0,5555699297
4544,1.0,5555699298
4545,1.0,5555699299
4546,1.0,5555699300
4547,1.0,5555699301
4548,,5555699302
4549,1.0,5555699303
4550,,5555699304
4551,1.0,5555699305
4552,,5555699306
4553,1.0,5555699307
4554,1.0,5555699308
4555,1.0,5555699309
4556,1.0,5555699310
4557,1.0,5555699311
4558,,5555699312
4559,,5555699313
4560,1.0,5555699314
4561,1.0,5555699315
4562,1.0,5555699316
4563,1.0,5555699317
4564,1.0,5555699318
4565,1.0,5555699319
4566,1.0,5555699320
4567,,5555699321
4568,1.0,5555699322
4569,,5555699323
4570,1.0,5555699324
4571,1.0,5555699325
4572,1.0,5555699326
4573,1.0,5555699327
4574,,5555699328
4575,,5555699329
4576,,5555699330
4577,,5555699331
4578,,5555699332
4579,1.0,5555699333
4580,1.0,5555699334
4581,1.0,5555699335
4582,1.0,5555699336
4583,1.0,5555699337
4584,1.0,5555699338
4585,1.0,5555699339
4586,1.0,5555699340
4587,,5555699341
4588,1.0,5555699342
4589,,5555699343
4590,1.0,5555699344
4591,1.0,5555699345
4592,1.0,5555699346
4593,1.0,5555699347
4594,1.0,5555699348
4595,1.0,5555699349
4596,1.0,5555699350
4597,,5555699351
4598,1.0,5555699352
4599,1.0,5555699353
4600,1.0,5555699354
4601,1.0,5555699355
4602,1.0,5555699356
4603,1.0,5555699357
4604,1.0,5555699358
4605,1.0,5555699359
4606,1.0,5555699360
4607,1.0,5555699361
4608,1.0,5555699362
4609,1.0,5555699363
4610,,5555699364
4611,1.0,5555699365
4612,,5555699366
4613,1.0,5555699367
4614,,5555699368
4615,1.0,5555699369
4616,,5555699370
4617,1.0,5555699371
4618,1.0,5555699372
4619,1.0,5555699373
4620,1.0,5555699374
4621,1.0,5555699375
4622,1.0,5555699376
4623,1.0,5555699377
4624,1.0,5555699378
4625,,5555699379
4626,,5555699380
4627,1.0,5555699381
4628,1.0,5555699382
4629,1.0,5555699383
4630,1.0,5555699384
4631,,5555699385
4632,,5555699386
4633,1.0,5555699387
4634,1.0,5555699388
4635,1.0,5555699389
4636,1.0,5555699390
4637,,5555699391
4638,1.0,5555699392
4639,,5555699393
4640,1.0,5555699394
4641,,5555699395
4642,1.0,5555699396
4643,1.0,5555699397
4644,1.0,5555699398
4645,1.0,5555699399
4646,1.0,5555699400
4647,1.0,5555699401
4648,1.0,5555699402
4649,1.0,5555699403
4650,1.0,5555699404
4651,1.0,5555699405
4652,1.0,5555699406
4653,1.0,5555699407
4654,1.0,5555699408
4655,1.0,5555699409
4656,1.0,5555699410
4657,1.0,5555699411
4658,1.0,5555699412
4659,1.0,5555699413
4660,1.0,5555699414
4661,1.0,5555699415
4662,1.0,5555699416
4663,1.0,5555699417
4664,1.0,5555699418
4665,,5555699419
4666,,5555699420
4667,1.0,5555699421
4668,,5555699422
4669,1.0,5555699423
4670,,5555699424
4671,1.0,5555699425
4672,,5555699426
4673,1.0,5555699427
4674,1.0,5555699428
4675,1.0,5555699429
4676,1.0,5555699430
4677,,5555699431
4678,,5555699432
4679,1.0,5555699433
4680,1.0,5555699434
4681,1.0,5555699435
4682,1.0,5555699436
4683,1.0,5555699437
4684,1.0,5555699438
4685,,5555699439
4686,1.0,5555699440
4687,1.0,5555699441
4688,,5555699442
4689,1.0,5555699443
4690,,5555699444
4691,1.0,5555699445
4692,1.0,5555699446
4693,1.0,5555699447
4694,1.0,5555699448
4695,,5555699449
4696,1.0,5555699450
4697,1.0,5555699451
4698,,5555699452
4699,1.0,5555699453
4700,,5555699454
4701,,5555699455
4702,1.0,5555699456
4703,,5555699457
4704,1.0,5555699458
4705,,5555699459
4706,1.0,5555699460
4707,1.0,5555699461
4708,,5555699462
4709,,5555699463
4710,1.0,5555699464
4711,,5555699465
4712,,5555699466
4713,1.0,5555699467
4714,1.0,5555699468
4715,1.0,5555699469
4716,1.0,5555699470
4717,,5555699471
4718,,5555699472
4719,1.0,5555699473
4720,,5555699474
4721,1.0,5555699475
4722,,5555699476
4723,,5555699477
4724,1.0,5555699478
4725,1.0,5555699479
4726,1.0,5555699480
4727,1.0,5555699481
4728,,5555699482
4729,,5555699483
4730,1.0,5555699484
4731,,5555699485
4732,,5555699486
4733,1.0,5555699487
4734,1.0,5555699488
4735,,5555699489
4736,1.0,5555699490
4737,,5555699491
4738,,5555699492
4739,1.0,5555699493
4740,,5555699494
4741,1.0,5555699495
4742,1.0,5555699496
4743,,5555699497
4744,1.0,5555699498
4745,,5555699499
4746,,5555699500
4747,1.0,5555699501
4748,1.0,5555699502
4749,,5555699503
4750,1.0,5555699504
4751,1.0,5555699505
4752,,5555699506
4753,1.0,5555699507
4754,,5555699508
4755,1.0,5555699509
4756,,5555699510
4757,1.0,5555699511
4758,,5555699512
4759,1.0,5555699513
4760,1.0,5555699514
4761,1.0,5555699515
4762,1.0,5555699516
4763,1.0,5555699517
4764,,5555699518
4765,,5555699519
4766,,5555699520
4767,,5555699521
4768,1.0,5555699522
4769,,5555699523
4770,1.0,5555699524
4771,,5555699525
4772,,5555699526
4773,,5555699527
4774,1.0,5555699528
4775,1.0,5555699529
4776,1.0,5555699530
4777,1.0,5555699531
4778,1.0,5555699532
4779,1.0,5555699533
4780,1.0,5555699534
4781,1.0,5555699535
4782,,5555699536
4783,1.0,5555699537
4784,1.0,5555699538
4785,1.0,5555699539
4786,1.0,5555699540
4787,1.0,5555699541
4788,1.0,5555699542
4789,,5555699543
4790,1.0,5555699544
4791,1.0,5555699545
4792,1.0,5555699546
4793,,5555699547
4794,1.0,5555699548
4795,,5555699549
4796,1.0,5555699550
4797,1.0,5555699551
4798,,5555699552
4799,,5555699553
4800,1.0,5555699554
4801,1.0,5555699555
4802,,5555699556
4803,1.0,5555699557
4804,,5555699558
4805,,5555699559
4806,1.0,5555699560
4807,1.0,5555699561
4808,1.0,5555699562
4809,1.0,5555699563
4810,,5555699564
4811,1.0,5555699565
4812,,5555699566
4813,1.0,5555699567
4814,1.0,5555699568
4815,1.0,5555699569
4816,1.0,5555699570
4817,,5555699571
4818,1.0,5555699572
4819,1.0,5555699573
4820,1.0,5555699574
4821,1.0,5555699575
4822,1.0,5555699576
4823,,5555699577
4824,1.0,5555699578
4825,1.0,5555699579
4826,,5555699580
4827,1.0,5555699581
4828,,5555699582
4829,1.0,5555699583
4830,,5555699584
4831,,5555699585
4832,,5555699586
4833,1.0,5555699587
4834,1.0,5555699588
4835,,5555699589
4836,1.0,5555699590
4837,1.0,5555699591
4838,,5555699592
4839,1.0,5555699593
4840,,5555699594
4841,,5555699595
4842,1.0,5555699596
4843,1.0,5555699597
4844,,5555699598
4845,1.0,5555699599
4846,,5555699600
4847,1.0,5555699601
4848,1.0,5555699602
4849,1.0,5555699603
4850,1.0,5555699604
4851,1.0,5555699605
4852,1.0,5555699606
4853,1.0,5555699607
4854,1.0,5555699608
4855,,5555699609
4856,,5555699610
4857,1.0,5555699611
4858,,5555699612
4859,1.0,5555699613
4860,1.0,5555699614
4861,1.0,5555699615
4862,,5555699616
4863,1.0,5555699617
4864,,5555699618
4865,1.0,5555699619
4866,1.0,5555699620
4867,1.0,5555699621
4868,1.0,5555699622
4869,1.0,5555699623
4870,1.0,5555699624
4871,1.0,5555699625
4872,,5555699626
4873,1.0,5555699627
4874,,5555699628
4875,,5555699629
4876,1.0,5555699630
4877,1.0,5555699631
4878,1.0,5555699632
4879,1.0,5555699633
4880,1.0,5555699634
4881,1.0,5555699635
4882,1.0,5555699636
4883,1.0,5555699637
4884,,5555699638
4885,1.0,5555699639
4886,1.0,5555699640
4887,,5555699641
4888,1.0,5555699642
4889,1.0,5555699643
4890,1.0,5555699644
4891,,5555699645
4892,1.0,5555699646
4893,1.0,5555699647
4894,,5555699648
4895,1.0,5555699649
4896,1.0,5555699650
4897,1.0,5555699651
4898,1.0,5555699652
4899,1.0,5555699653
4900,1.0,5555699654
4901,1.0,5555699655
4902,1.0,5555699656
4903,1.0,5555699657
4904,,5555699658
4905,1.0,5555699659
4906,1.0,5555699660
4907,,5555699661
4908,1.0,5555699662
4909,,5555699663
